frame,abstime,reltime,Cursor 1 [C],Cursor 2 [C],Cursor 3 [C]
21350,23:30.8,429.752,1.05E+02,3.71E+01,3.47E+01
21351,23:30.8,429.814,1.05E+02,3.71E+01,3.47E+01
21352,23:30.9,429.877,1.05E+02,3.72E+01,3.47E+01
21353,23:31.0,429.94,1.05E+02,3.72E+01,3.48E+01
21354,23:31.0,430.002,1.05E+02,3.72E+01,3.48E+01
21355,23:31.1,430.064,1.05E+02,3.73E+01,3.48E+01
21356,23:31.2,430.127,1.05E+02,3.72E+01,3.48E+01
21357,23:31.2,430.188,1.05E+02,3.73E+01,3.48E+01
21358,23:31.3,430.25,1.05E+02,3.73E+01,3.48E+01
21359,23:31.3,430.317,1.05E+02,3.73E+01,3.48E+01
21360,23:31.4,430.376,1.05E+02,3.73E+01,3.49E+01
21361,23:31.5,430.437,1.05E+02,3.74E+01,3.49E+01
21362,23:31.5,430.503,1.05E+02,3.74E+01,3.49E+01
21363,23:31.6,430.565,1.05E+02,3.73E+01,3.48E+01
21364,23:31.7,430.628,1.05E+02,3.74E+01,3.48E+01
21365,23:31.7,430.69,1.05E+02,3.74E+01,3.49E+01
21366,23:31.8,430.753,1.05E+02,3.74E+01,3.49E+01
21367,23:31.8,430.815,1.05E+02,3.74E+01,3.49E+01
21368,23:31.9,430.878,1.05E+02,3.75E+01,3.49E+01
21369,23:32.0,430.937,1.05E+02,3.75E+01,3.50E+01
21370,23:32.0,431.003,1.05E+02,3.75E+01,3.50E+01
21371,23:32.1,431.065,1.05E+02,3.75E+01,3.50E+01
21372,23:32.2,431.127,1.05E+02,3.75E+01,3.50E+01
21373,23:32.2,431.189,1.05E+02,3.75E+01,3.50E+01
21374,23:32.3,431.251,1.05E+02,3.75E+01,3.50E+01
21375,23:32.3,431.313,1.05E+02,3.75E+01,3.49E+01
21376,23:32.4,431.376,1.05E+02,3.75E+01,3.50E+01
21377,23:32.5,431.438,1.05E+02,3.75E+01,3.50E+01
21378,23:32.5,431.501,1.05E+02,3.75E+01,3.50E+01
21379,23:32.6,431.563,1.06E+02,3.75E+01,3.50E+01
21380,23:32.7,431.627,1.06E+02,3.75E+01,3.50E+01
21381,23:32.7,431.69,1.06E+02,3.75E+01,3.50E+01
21382,23:32.8,431.75,1.06E+02,3.75E+01,3.50E+01
21383,23:32.8,431.816,1.06E+02,3.75E+01,3.51E+01
21384,23:32.9,431.875,1.06E+02,3.75E+01,3.51E+01
21385,23:33.0,431.941,1.06E+02,3.76E+01,3.51E+01
21386,23:33.0,432,1.06E+02,3.76E+01,3.51E+01
21387,23:33.1,432.065,1.06E+02,3.76E+01,3.51E+01
21388,23:33.2,432.127,1.06E+02,3.76E+01,3.51E+01
21389,23:33.2,432.192,1.06E+02,3.76E+01,3.50E+01
21390,23:33.3,432.251,1.06E+02,3.76E+01,3.51E+01
21391,23:33.3,432.313,1.06E+02,3.76E+01,3.51E+01
21392,23:33.4,432.378,1.06E+02,3.76E+01,3.51E+01
21393,23:33.5,432.439,1.06E+02,3.76E+01,3.50E+01
21394,23:33.5,432.501,1.06E+02,3.76E+01,3.50E+01
21395,23:33.6,432.566,1.06E+02,3.77E+01,3.51E+01
21396,23:33.7,432.625,1.06E+02,3.77E+01,3.51E+01
21397,23:33.7,432.693,1.06E+02,3.76E+01,3.51E+01
21398,23:33.8,432.752,1.06E+02,3.76E+01,3.51E+01
21399,23:33.8,432.816,1.06E+02,3.76E+01,3.50E+01
21400,23:33.9,432.879,1.06E+02,3.76E+01,3.51E+01
21401,23:34.0,432.941,1.06E+02,3.76E+01,3.51E+01
21402,23:34.2,433.151,1.06E+02,3.77E+01,3.51E+01
21403,23:34.2,433.189,1.06E+02,3.77E+01,3.51E+01
21404,23:34.3,433.252,1.06E+02,3.77E+01,3.51E+01
21405,23:34.3,433.315,1.06E+02,3.77E+01,3.52E+01
21406,23:34.4,433.378,1.06E+02,3.78E+01,3.52E+01
21407,23:34.5,433.44,1.06E+02,3.78E+01,3.52E+01
21408,23:34.5,433.502,1.06E+02,3.78E+01,3.52E+01
21409,23:34.6,433.565,1.06E+02,3.78E+01,3.52E+01
21410,23:34.7,433.626,1.06E+02,3.78E+01,3.52E+01
21411,23:34.7,433.687,1.06E+02,3.78E+01,3.52E+01
21412,23:34.8,433.751,1.06E+02,3.78E+01,3.52E+01
21413,23:34.8,433.813,1.06E+02,3.78E+01,3.52E+01
21414,23:34.9,433.876,1.06E+02,3.78E+01,3.52E+01
21415,23:35.0,433.941,1.06E+02,3.78E+01,3.52E+01
21416,23:35.0,434.003,1.06E+02,3.78E+01,3.52E+01
21417,23:35.1,434.064,1.06E+02,3.78E+01,3.52E+01
21418,23:35.2,434.128,1.06E+02,3.78E+01,3.52E+01
21419,23:35.2,434.188,1.06E+02,3.79E+01,3.51E+01
21420,23:35.3,434.251,1.06E+02,3.79E+01,3.52E+01
21421,23:35.3,434.316,1.06E+02,3.78E+01,3.52E+01
21422,23:35.4,434.375,1.06E+02,3.79E+01,3.52E+01
21423,23:35.5,434.441,1.06E+02,3.79E+01,3.52E+01
21424,23:35.5,434.503,1.06E+02,3.79E+01,3.52E+01
21425,23:35.6,434.563,1.06E+02,3.79E+01,3.52E+01
21426,23:35.7,434.629,1.06E+02,3.79E+01,3.52E+01
21427,23:35.7,434.688,1.06E+02,3.79E+01,3.52E+01
21428,23:35.8,434.753,1.06E+02,3.79E+01,3.52E+01
21429,23:35.8,434.815,1.06E+02,3.79E+01,3.52E+01
21430,23:35.9,434.875,1.06E+02,3.80E+01,3.52E+01
21431,23:36.0,434.939,1.06E+02,3.80E+01,3.52E+01
21432,23:36.0,435.002,1.06E+02,3.80E+01,3.52E+01
21433,23:36.1,435.063,1.06E+02,3.80E+01,3.52E+01
21434,23:36.2,435.127,1.06E+02,3.79E+01,3.52E+01
21435,23:36.2,435.188,1.06E+02,3.80E+01,3.52E+01
21436,23:36.3,435.252,1.06E+02,3.80E+01,3.53E+01
21437,23:36.3,435.317,1.06E+02,3.80E+01,3.53E+01
21438,23:36.4,435.376,1.06E+02,3.80E+01,3.53E+01
21439,23:36.5,435.441,1.06E+02,3.80E+01,3.53E+01
21440,23:36.5,435.502,1.07E+02,3.80E+01,3.53E+01
21441,23:36.6,435.565,1.07E+02,3.80E+01,3.53E+01
21442,23:36.7,435.629,1.07E+02,3.81E+01,3.53E+01
21443,23:36.7,435.691,1.07E+02,3.81E+01,3.53E+01
21444,23:36.8,435.751,1.07E+02,3.81E+01,3.53E+01
21445,23:36.8,435.813,1.07E+02,3.81E+01,3.53E+01
21446,23:36.9,435.877,1.07E+02,3.81E+01,3.53E+01
21447,23:37.0,435.938,1.07E+02,3.81E+01,3.53E+01
21448,23:37.0,436.003,1.07E+02,3.81E+01,3.53E+01
21449,23:37.1,436.065,1.07E+02,3.81E+01,3.53E+01
21450,23:37.2,436.128,1.07E+02,3.81E+01,3.53E+01
21451,23:37.2,436.19,1.07E+02,3.82E+01,3.53E+01
21452,23:37.3,436.253,1.07E+02,3.82E+01,3.53E+01
21453,23:37.3,436.316,1.07E+02,3.82E+01,3.53E+01
21454,23:37.4,436.375,1.07E+02,3.83E+01,3.55E+01
21455,23:37.5,436.44,1.07E+02,3.83E+01,3.55E+01
21456,23:37.5,436.501,1.07E+02,3.83E+01,3.55E+01
21457,23:37.6,436.563,1.07E+02,3.83E+01,3.55E+01
21458,23:37.7,436.628,1.07E+02,3.83E+01,3.55E+01
21459,23:37.7,436.689,1.07E+02,3.83E+01,3.55E+01
21460,23:37.8,436.751,1.07E+02,3.83E+01,3.55E+01
21461,23:37.8,436.816,1.07E+02,3.83E+01,3.55E+01
21462,23:37.9,436.878,1.07E+02,3.83E+01,3.55E+01
21463,23:38.0,436.943,1.07E+02,3.83E+01,3.55E+01
21464,23:38.0,437.002,1.07E+02,3.83E+01,3.55E+01
21465,23:38.1,437.072,1.07E+02,3.83E+01,3.55E+01
21466,23:38.2,437.129,1.07E+02,3.83E+01,3.55E+01
21467,23:38.2,437.189,1.07E+02,3.84E+01,3.55E+01
21468,23:38.3,437.251,1.07E+02,3.84E+01,3.55E+01
21469,23:38.3,437.313,1.07E+02,3.84E+01,3.55E+01
21470,23:38.4,437.377,1.07E+02,3.84E+01,3.56E+01
21471,23:38.5,437.439,1.07E+02,3.84E+01,3.55E+01
21472,23:38.5,437.502,1.07E+02,3.84E+01,3.55E+01
21473,23:38.6,437.564,1.07E+02,3.84E+01,3.55E+01
21474,23:38.7,437.626,1.07E+02,3.84E+01,3.55E+01
21475,23:38.7,437.688,1.07E+02,3.84E+01,3.55E+01
21476,23:38.8,437.753,1.07E+02,3.83E+01,3.55E+01
21477,23:38.8,437.815,1.07E+02,3.83E+01,3.55E+01
21478,23:38.9,437.875,1.07E+02,3.83E+01,3.55E+01
21479,23:39.0,437.941,1.07E+02,3.83E+01,3.54E+01
21480,23:39.2,438.142,1.07E+02,3.83E+01,3.54E+01
21481,23:39.2,438.188,1.07E+02,3.83E+01,3.54E+01
21482,23:39.3,438.252,1.07E+02,3.83E+01,3.54E+01
21483,23:39.3,438.313,1.07E+02,3.83E+01,3.54E+01
21484,23:39.4,438.377,1.07E+02,3.83E+01,3.55E+01
21485,23:39.5,438.439,1.07E+02,3.83E+01,3.55E+01
21486,23:39.5,438.503,1.07E+02,3.83E+01,3.54E+01
21487,23:39.6,438.566,1.07E+02,3.83E+01,3.55E+01
21488,23:39.7,438.625,1.07E+02,3.83E+01,3.55E+01
21489,23:39.7,438.692,1.07E+02,3.83E+01,3.55E+01
21490,23:39.8,438.752,1.07E+02,3.83E+01,3.54E+01
21491,23:39.8,438.823,1.07E+02,3.83E+01,3.54E+01
21492,23:39.9,438.876,1.07E+02,3.83E+01,3.54E+01
21493,23:40.0,438.938,1.07E+02,3.84E+01,3.55E+01
21494,23:40.0,439.004,1.07E+02,3.84E+01,3.55E+01
21495,23:40.1,439.064,1.07E+02,3.84E+01,3.55E+01
21496,23:40.2,439.126,1.07E+02,3.84E+01,3.55E+01
21497,23:40.2,439.189,1.07E+02,3.84E+01,3.55E+01
21498,23:40.3,439.252,1.07E+02,3.84E+01,3.55E+01
21499,23:40.3,439.317,1.07E+02,3.84E+01,3.55E+01
21500,23:40.4,439.377,1.07E+02,3.84E+01,3.55E+01
21501,23:40.5,439.438,1.07E+02,3.84E+01,3.55E+01
21502,23:40.5,439.503,1.07E+02,3.85E+01,3.55E+01
21503,23:40.6,439.564,1.07E+02,3.85E+01,3.56E+01
21504,23:40.7,439.625,1.07E+02,3.85E+01,3.56E+01
21505,23:40.7,439.688,1.07E+02,3.85E+01,3.55E+01
21506,23:40.8,439.751,1.07E+02,3.85E+01,3.56E+01
21507,23:40.8,439.815,1.07E+02,3.85E+01,3.56E+01
21508,23:40.9,439.876,1.07E+02,3.85E+01,3.55E+01
21509,23:41.0,439.941,1.07E+02,3.85E+01,3.55E+01
21510,23:41.0,440.001,1.07E+02,3.85E+01,3.55E+01
21511,23:41.1,440.066,1.07E+02,3.86E+01,3.55E+01
21512,23:41.2,440.128,1.07E+02,3.86E+01,3.56E+01
21513,23:41.2,440.191,1.07E+02,3.86E+01,3.56E+01
21514,23:41.3,440.253,1.08E+02,3.86E+01,3.55E+01
21515,23:41.3,440.313,1.08E+02,3.86E+01,3.55E+01
21516,23:41.4,440.384,1.08E+02,3.86E+01,3.56E+01
21517,23:41.5,440.439,1.08E+02,3.86E+01,3.56E+01
21518,23:41.5,440.5,1.08E+02,3.86E+01,3.56E+01
21519,23:41.6,440.566,1.08E+02,3.86E+01,3.56E+01
21520,23:41.7,440.627,1.08E+02,3.86E+01,3.56E+01
21521,23:41.7,440.689,1.08E+02,3.86E+01,3.56E+01
21522,23:41.8,440.753,1.08E+02,3.86E+01,3.56E+01
21523,23:41.8,440.816,1.08E+02,3.87E+01,3.56E+01
21524,23:41.9,440.879,1.08E+02,3.87E+01,3.56E+01
21525,23:42.0,440.941,1.08E+02,3.87E+01,3.56E+01
21526,23:42.0,441.004,1.08E+02,3.87E+01,3.56E+01
21527,23:42.1,441.065,1.08E+02,3.88E+01,3.57E+01
21528,23:42.2,441.127,1.08E+02,3.88E+01,3.57E+01
21529,23:42.2,441.19,1.08E+02,3.88E+01,3.57E+01
21530,23:42.3,441.253,1.08E+02,3.88E+01,3.57E+01
21531,23:42.3,441.316,1.08E+02,3.88E+01,3.57E+01
21532,23:42.4,441.379,1.08E+02,3.88E+01,3.57E+01
21533,23:42.5,441.441,1.08E+02,3.88E+01,3.57E+01
21534,23:42.5,441.5,1.08E+02,3.88E+01,3.57E+01
21535,23:42.6,441.563,1.08E+02,3.88E+01,3.57E+01
21536,23:42.7,441.626,1.08E+02,3.89E+01,3.57E+01
21537,23:42.7,441.689,1.08E+02,3.89E+01,3.57E+01
21538,23:42.8,441.752,1.08E+02,3.89E+01,3.58E+01
21539,23:42.8,441.815,1.08E+02,3.89E+01,3.58E+01
21540,23:42.9,441.878,1.08E+02,3.89E+01,3.58E+01
21541,23:43.0,441.941,1.08E+02,3.89E+01,3.58E+01
21542,23:43.0,442,1.08E+02,3.90E+01,3.58E+01
21543,23:43.1,442.065,1.08E+02,3.90E+01,3.58E+01
21544,23:43.2,442.128,1.08E+02,3.89E+01,3.58E+01
21545,23:43.2,442.188,1.08E+02,3.89E+01,3.58E+01
21546,23:43.3,442.251,1.08E+02,3.90E+01,3.59E+01
21547,23:43.3,442.315,1.08E+02,3.90E+01,3.59E+01
21548,23:43.4,442.378,1.08E+02,3.90E+01,3.59E+01
21549,23:43.5,442.441,1.08E+02,3.90E+01,3.59E+01
21550,23:43.5,442.5,1.08E+02,3.90E+01,3.59E+01
21551,23:43.6,442.565,1.08E+02,3.91E+01,3.59E+01
21552,23:43.7,442.628,1.08E+02,3.91E+01,3.59E+01
21553,23:43.7,442.692,1.08E+02,3.90E+01,3.59E+01
21554,23:43.8,442.751,1.08E+02,3.90E+01,3.59E+01
21555,23:43.8,442.814,1.08E+02,3.90E+01,3.59E+01
21556,23:43.9,442.876,1.08E+02,3.90E+01,3.59E+01
21557,23:44.0,442.938,1.08E+02,3.91E+01,3.59E+01
21558,23:44.2,443.125,1.08E+02,3.91E+01,3.60E+01
21559,23:44.2,443.147,1.08E+02,3.91E+01,3.60E+01
21560,23:44.2,443.188,1.08E+02,3.91E+01,3.60E+01
21561,23:44.3,443.251,1.08E+02,3.91E+01,3.60E+01
21562,23:44.3,443.314,1.08E+02,3.91E+01,3.60E+01
21563,23:44.4,443.377,1.08E+02,3.91E+01,3.60E+01
21564,23:44.5,443.439,1.08E+02,3.91E+01,3.60E+01
21565,23:44.5,443.501,1.08E+02,3.91E+01,3.60E+01
21566,23:44.6,443.563,1.08E+02,3.91E+01,3.60E+01
21567,23:44.7,443.627,1.08E+02,3.91E+01,3.60E+01
21568,23:44.7,443.688,1.05E+02,3.91E+01,3.60E+01
21569,23:44.8,443.754,1.02E+02,3.91E+01,3.60E+01
21570,23:44.8,443.815,9.98E+01,3.91E+01,3.60E+01
21571,23:44.9,443.877,9.81E+01,3.91E+01,3.60E+01
21572,23:45.0,443.94,9.64E+01,3.91E+01,3.60E+01
21573,23:45.0,444.002,9.47E+01,3.91E+01,3.60E+01
21574,23:45.1,444.065,9.34E+01,3.91E+01,3.60E+01
21575,23:45.2,444.126,9.24E+01,3.91E+01,3.60E+01
21576,23:45.2,444.19,9.14E+01,3.91E+01,3.60E+01
21577,23:45.3,444.251,9.04E+01,3.91E+01,3.60E+01
21578,23:45.3,444.314,8.97E+01,3.91E+01,3.60E+01
21579,23:45.4,444.378,8.89E+01,3.90E+01,3.60E+01
21580,23:45.5,444.441,8.82E+01,3.91E+01,3.59E+01
21581,23:45.5,444.503,8.75E+01,3.91E+01,3.60E+01
21582,23:45.6,444.564,8.70E+01,3.91E+01,3.60E+01
21583,23:45.7,444.629,8.64E+01,3.91E+01,3.59E+01
21584,23:45.7,444.69,8.59E+01,3.91E+01,3.59E+01
21585,23:45.8,444.752,8.53E+01,3.90E+01,3.59E+01
21586,23:45.8,444.813,8.49E+01,3.91E+01,3.59E+01
21587,23:45.9,444.878,8.45E+01,3.91E+01,3.59E+01
21588,23:46.0,444.942,8.40E+01,3.90E+01,3.59E+01
21589,23:46.0,445.002,8.36E+01,3.90E+01,3.59E+01
21590,23:46.1,445.066,8.32E+01,3.90E+01,3.59E+01
21591,23:46.2,445.128,8.29E+01,3.90E+01,3.59E+01
21592,23:46.2,445.188,8.24E+01,3.90E+01,3.59E+01
21593,23:46.3,445.254,8.21E+01,3.91E+01,3.59E+01
21594,23:46.3,445.321,8.16E+01,3.91E+01,3.59E+01
21595,23:46.4,445.378,8.14E+01,3.91E+01,3.59E+01
21596,23:46.5,445.441,8.11E+01,3.91E+01,3.59E+01
21597,23:46.5,445.503,8.08E+01,3.91E+01,3.59E+01
21598,23:46.6,445.566,8.04E+01,3.90E+01,3.59E+01
21599,23:46.7,445.628,8.01E+01,3.90E+01,3.58E+01
21600,23:46.7,445.689,7.98E+01,3.90E+01,3.58E+01
21601,23:46.8,445.751,7.95E+01,3.90E+01,3.58E+01
21602,23:46.8,445.815,7.92E+01,3.90E+01,3.58E+01
21603,23:46.9,445.876,7.89E+01,3.90E+01,3.58E+01
21604,23:47.0,445.94,7.86E+01,3.90E+01,3.58E+01
21605,23:47.0,446.002,7.83E+01,3.90E+01,3.58E+01
21606,23:47.1,446.067,7.81E+01,3.90E+01,3.58E+01
21607,23:47.2,446.129,7.78E+01,3.90E+01,3.58E+01
21608,23:47.2,446.19,7.76E+01,3.90E+01,3.58E+01
21609,23:47.3,446.253,7.72E+01,3.90E+01,3.58E+01
21610,23:47.3,446.314,7.70E+01,3.90E+01,3.58E+01
21611,23:47.4,446.377,7.68E+01,3.89E+01,3.57E+01
21612,23:47.5,446.44,7.65E+01,3.89E+01,3.57E+01
21613,23:47.5,446.501,7.63E+01,3.89E+01,3.57E+01
21614,23:47.6,446.565,7.60E+01,3.89E+01,3.56E+01
21615,23:47.7,446.628,7.58E+01,3.89E+01,3.56E+01
21616,23:47.7,446.688,7.56E+01,3.89E+01,3.57E+01
21617,23:47.8,446.752,7.52E+01,3.89E+01,3.57E+01
21618,23:47.8,446.82,7.50E+01,3.89E+01,3.57E+01
21619,23:47.9,446.876,7.48E+01,3.89E+01,3.57E+01
21620,23:48.0,446.94,7.46E+01,3.89E+01,3.57E+01
21621,23:48.0,447.002,7.44E+01,3.89E+01,3.57E+01
21622,23:48.1,447.065,7.42E+01,3.89E+01,3.57E+01
21623,23:48.2,447.127,7.39E+01,3.88E+01,3.56E+01
21624,23:48.2,447.191,7.37E+01,3.88E+01,3.56E+01
21625,23:48.3,447.252,7.34E+01,3.88E+01,3.56E+01
21626,23:48.3,447.316,7.33E+01,3.88E+01,3.56E+01
21627,23:48.4,447.378,7.31E+01,3.88E+01,3.55E+01
21628,23:48.5,447.438,7.28E+01,3.88E+01,3.55E+01
21629,23:48.5,447.502,7.27E+01,3.88E+01,3.55E+01
21630,23:48.6,447.566,7.25E+01,3.88E+01,3.55E+01
21631,23:48.7,447.627,7.22E+01,3.88E+01,3.55E+01
21632,23:48.7,447.688,7.21E+01,3.88E+01,3.55E+01
21633,23:48.8,447.752,7.19E+01,3.87E+01,3.55E+01
21634,23:48.8,447.816,7.17E+01,3.87E+01,3.55E+01
21635,23:48.9,447.88,7.15E+01,3.87E+01,3.55E+01
21636,23:49.0,447.94,7.13E+01,3.87E+01,3.55E+01
21637,23:49.2,448.144,7.06E+01,3.86E+01,3.55E+01
21638,23:49.2,448.191,7.05E+01,3.86E+01,3.55E+01
21639,23:49.3,448.252,7.03E+01,3.86E+01,3.54E+01
21640,23:49.3,448.314,7.01E+01,3.86E+01,3.54E+01
21641,23:49.4,448.377,6.98E+01,3.86E+01,3.54E+01
21642,23:49.5,448.438,6.96E+01,3.86E+01,3.54E+01
21643,23:49.5,448.503,6.95E+01,3.86E+01,3.54E+01
21644,23:49.6,448.564,6.92E+01,3.86E+01,3.54E+01
21645,23:49.7,448.627,6.91E+01,3.86E+01,3.54E+01
21646,23:49.7,448.689,6.89E+01,3.86E+01,3.54E+01
21647,23:49.8,448.753,6.88E+01,3.86E+01,3.54E+01
21648,23:49.8,448.82,6.86E+01,3.85E+01,3.54E+01
21649,23:49.9,448.879,6.83E+01,3.85E+01,3.53E+01
21650,23:50.0,448.941,6.82E+01,3.85E+01,3.53E+01
21651,23:50.0,449.004,6.80E+01,3.85E+01,3.53E+01
21652,23:50.1,449.066,6.79E+01,3.85E+01,3.53E+01
21653,23:50.2,449.129,6.77E+01,3.85E+01,3.53E+01
21654,23:50.2,449.191,6.76E+01,3.85E+01,3.53E+01
21655,23:50.3,449.253,6.74E+01,3.85E+01,3.53E+01
21656,23:50.3,449.315,6.73E+01,3.85E+01,3.53E+01
21657,23:50.4,449.378,6.71E+01,3.85E+01,3.53E+01
21658,23:50.5,449.44,6.70E+01,3.85E+01,3.52E+01
21659,23:50.5,449.502,6.68E+01,3.85E+01,3.53E+01
21660,23:50.6,449.565,6.67E+01,3.84E+01,3.53E+01
21661,23:50.7,449.627,6.65E+01,3.84E+01,3.52E+01
21662,23:50.7,449.688,6.64E+01,3.84E+01,3.52E+01
21663,23:50.8,449.752,6.63E+01,3.84E+01,3.52E+01
21664,23:50.8,449.816,6.61E+01,3.84E+01,3.52E+01
21665,23:50.9,449.876,6.59E+01,3.84E+01,3.52E+01
21666,23:51.0,449.939,6.58E+01,3.84E+01,3.52E+01
21667,23:51.0,450.004,6.56E+01,3.84E+01,3.52E+01
21668,23:51.1,450.065,6.55E+01,3.84E+01,3.52E+01
21669,23:51.2,450.126,6.54E+01,3.84E+01,3.52E+01
21670,23:51.2,450.192,6.53E+01,3.84E+01,3.52E+01
21671,23:51.3,450.254,6.53E+01,3.84E+01,3.52E+01
21672,23:51.8,450.815,6.39E+01,3.86E+01,3.53E+01
21673,23:51.9,450.876,6.38E+01,3.86E+01,3.53E+01
21674,23:52.0,450.941,6.37E+01,3.87E+01,3.53E+01
21675,23:52.0,451.005,6.36E+01,3.87E+01,3.53E+01
21676,23:52.1,451.064,6.35E+01,3.86E+01,3.53E+01
21677,23:52.2,451.128,6.34E+01,3.86E+01,3.53E+01
21678,23:52.2,451.189,6.33E+01,3.86E+01,3.53E+01
21679,23:52.3,451.252,6.31E+01,3.86E+01,3.53E+01
21680,23:52.3,451.315,6.30E+01,3.86E+01,3.53E+01
21681,23:52.4,451.378,6.28E+01,3.86E+01,3.53E+01
21682,23:52.5,451.44,6.28E+01,3.86E+01,3.53E+01
21683,23:52.5,451.504,6.26E+01,3.86E+01,3.52E+01
21684,23:52.6,451.566,6.25E+01,3.86E+01,3.53E+01
21685,23:52.7,451.63,6.24E+01,3.86E+01,3.52E+01
21686,23:52.7,451.689,6.23E+01,3.86E+01,3.52E+01
21687,23:52.8,451.754,6.22E+01,3.86E+01,3.52E+01
21688,23:52.8,451.813,6.20E+01,3.86E+01,3.53E+01
21689,23:52.9,451.877,6.19E+01,3.86E+01,3.52E+01
21690,23:53.0,451.941,6.19E+01,3.86E+01,3.52E+01
21691,23:53.0,452.003,6.18E+01,3.86E+01,3.52E+01
21692,23:53.1,452.065,6.16E+01,3.86E+01,3.52E+01
21693,23:53.2,452.127,6.15E+01,3.86E+01,3.52E+01
21694,23:53.2,452.188,6.14E+01,3.86E+01,3.52E+01
21695,23:53.3,452.254,6.14E+01,3.86E+01,3.52E+01
21696,23:53.3,452.315,6.12E+01,3.86E+01,3.52E+01
21697,23:53.4,452.378,6.10E+01,3.86E+01,3.52E+01
21698,23:53.5,452.439,6.09E+01,3.86E+01,3.52E+01
21699,23:53.5,452.504,6.08E+01,3.85E+01,3.52E+01
21700,23:53.6,452.565,6.07E+01,3.85E+01,3.51E+01
21701,23:53.7,452.629,6.06E+01,3.85E+01,3.51E+01
21702,23:53.7,452.69,6.04E+01,3.85E+01,3.51E+01
21703,23:53.8,452.751,6.04E+01,3.85E+01,3.51E+01
21704,23:53.8,452.813,6.02E+01,3.85E+01,3.51E+01
21705,23:53.9,452.877,6.01E+01,3.85E+01,3.50E+01
21706,23:54.0,452.939,6.00E+01,3.85E+01,3.50E+01
21707,23:54.2,453.151,5.97E+01,3.84E+01,3.50E+01
21708,23:54.2,453.19,5.96E+01,3.84E+01,3.50E+01
21709,23:54.3,453.253,5.95E+01,3.84E+01,3.50E+01
21710,23:54.3,453.315,5.94E+01,3.84E+01,3.50E+01
21711,23:54.4,453.378,5.93E+01,3.84E+01,3.50E+01
21712,23:54.5,453.441,5.91E+01,3.84E+01,3.50E+01
21713,23:54.5,453.501,5.91E+01,3.84E+01,3.50E+01
21714,23:54.6,453.565,5.90E+01,3.84E+01,3.49E+01
21715,23:54.7,453.627,5.88E+01,3.84E+01,3.49E+01
21716,23:54.7,453.689,5.87E+01,3.84E+01,3.49E+01
21717,23:54.8,453.752,5.86E+01,3.83E+01,3.49E+01
21718,23:54.8,453.814,5.86E+01,3.83E+01,3.49E+01
21719,23:54.9,453.877,5.85E+01,3.83E+01,3.49E+01
21720,23:55.0,453.939,5.83E+01,3.83E+01,3.49E+01
21721,23:55.0,454.004,5.82E+01,3.83E+01,3.48E+01
21722,23:55.1,454.065,5.81E+01,3.83E+01,3.48E+01
21723,23:55.2,454.128,5.81E+01,3.83E+01,3.48E+01
21724,23:55.2,454.192,5.80E+01,3.83E+01,3.48E+01
21725,23:55.3,454.251,5.79E+01,3.83E+01,3.48E+01
21726,23:55.3,454.317,5.78E+01,3.83E+01,3.48E+01
21727,23:55.4,454.376,5.78E+01,3.83E+01,3.48E+01
21728,23:55.5,454.442,5.76E+01,3.83E+01,3.48E+01
21729,23:55.5,454.502,5.76E+01,3.83E+01,3.49E+01
21730,23:55.6,454.567,5.74E+01,3.83E+01,3.48E+01
21731,23:55.7,454.626,5.74E+01,3.83E+01,3.48E+01
21732,23:55.7,454.689,5.73E+01,3.83E+01,3.48E+01
21733,23:55.8,454.755,5.72E+01,3.83E+01,3.48E+01
21734,23:55.8,454.817,5.71E+01,3.83E+01,3.48E+01
21735,23:55.9,454.877,5.70E+01,3.83E+01,3.48E+01
21736,23:56.0,454.941,5.69E+01,3.83E+01,3.48E+01
21737,23:56.0,455.003,5.69E+01,3.83E+01,3.48E+01
21738,23:56.1,455.063,5.67E+01,3.83E+01,3.48E+01
21739,23:56.2,455.129,5.67E+01,3.83E+01,3.47E+01
21740,23:56.2,455.189,5.66E+01,3.84E+01,3.47E+01
21741,23:56.3,455.252,5.66E+01,3.84E+01,3.47E+01
21742,23:56.3,455.313,5.65E+01,3.83E+01,3.47E+01
21743,23:56.4,455.378,5.64E+01,3.84E+01,3.48E+01
21744,23:56.5,455.44,5.64E+01,3.84E+01,3.48E+01
21745,23:56.5,455.502,5.62E+01,3.83E+01,3.48E+01
21746,23:56.6,455.566,5.62E+01,3.83E+01,3.48E+01
21747,23:56.7,455.628,5.61E+01,3.84E+01,3.48E+01
21748,23:56.7,455.69,5.60E+01,3.84E+01,3.48E+01
21749,23:56.8,455.754,5.59E+01,3.84E+01,3.48E+01
21750,23:56.8,455.818,5.59E+01,3.84E+01,3.48E+01
21751,23:56.9,455.876,5.57E+01,3.84E+01,3.48E+01
21752,23:57.0,455.942,5.57E+01,3.84E+01,3.48E+01
21753,23:57.0,456.001,5.56E+01,3.84E+01,3.48E+01
21754,23:57.1,456.065,5.55E+01,3.83E+01,3.48E+01
21755,23:57.2,456.128,5.54E+01,3.83E+01,3.47E+01
21756,23:57.2,456.191,5.54E+01,3.83E+01,3.47E+01
21757,23:57.3,456.252,5.53E+01,3.83E+01,3.48E+01
21758,23:57.3,456.314,5.52E+01,3.83E+01,3.48E+01
21759,23:57.4,456.377,5.52E+01,3.83E+01,3.48E+01
